Thinking,Moves,Feature locations,Request Time, Request / Prompt Tokens, response Time, Response Tokens, Latency(milliseconds),Total Tokens,Score_in_every_run
" ""Early game strategy: prioritize harvesting and worker continuity."", ","""moves"": [\n    {\n      ""raw_move"": ""(1, 1): worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [1, 1],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(6, 6): worker move((0, 0))"",\n      ""unit_position"": [6, 6],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""move""\n    }\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}""]",2026-04-12T07:42:03.567695031Z,0,2026-04-12T07:42:06.497955687Z,0,2930,0,""
" ""Continue harvesting and expand resource collection to support future production."", \n","""moves"": [\n    {""raw_move"": ""(6, 6): enemy_worker idle()"", ""unit_position"": [1, 1], ""unit_type"": ""ally worker"", ""action_type"": ""attack""}, \n    {""raw_move"": ""(1, 1): ally_worker harvest((0, 0), (2, 1))"", ""unit_position"": [5, 6], ""unit_type"": ""ally base"", ""action_type"": ""idle""}, \n    {""raw_move"": ""(0, 2): ally_worker move((7, 7))"", ""unit_position"": [5, 6], ""unit_type"": ""enemy base"", ""action_type"": ""idle""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}""]",2026-04-12T07:42:06.503466973Z,0,2026-04-12T07:42:10.128968288Z,0,3625,0,""
" ""Economy-first scaling. Prioritize stable harvesting and worker continuity."", ","""moves"": [\n    {""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(2, 1): base train(worker)"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}""]",2026-04-12T07:42:10.134984591Z,0,2026-04-12T07:42:12.721017555Z,0,2587,0,""
" ""Stabilize economy and start scaling up production."", \n","""moves"": [\n    {""raw_move"": ""(0, 1): worker move((7, 7))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""move""},\n    {""raw_move"": ""(2, 1): base train(light)"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:42:12.730374659Z,0,2026-04-12T07:42:15.130442569Z,0,2400,0,""
" ""Maintain a stable economy and start scaling production."", ","""moves"": [\n    {""raw_move"": ""(0, 2): worker move((7, 7))"", ""unit_position"": [0, 2], ""unit_type"": ""worker"", ""action_type"": ""move""},\n    {""raw_move"": ""(0, 1): worker harvest((7, 7), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(2, 1): base train(worker)"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:42:15.136164669Z,0,2026-04-12T07:42:18.566628784Z,0,3430,0,""
" ""Prioritize resource collection and stability. Field a first unit once production is stable."", ","""moves"": [\n    {""raw_move"": ""(0, 1): worker move((0, 0))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""move""},\n    {""raw_move"": ""(2, 1): base train(light)"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:42:18.573317384Z,0,2026-04-12T07:42:21.074879251Z,0,2501,0,""
" ""Early game strategy: establish economy, harvest resources, build barracks, and protect units."", \n","""moves"": [\n    {""raw_move"": ""(0, 2): worker move((0, 0))"", ""unit_position"": [0, 2], ""unit_type"": ""worker"", ""action_type"": ""move""},\n    {""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""}\n]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:42:21.081799254Z,0,2026-04-12T07:42:23.920539412Z,0,2839,0,""
" ""Focus on stable harvesting and worker continuity. Build a barracks to train more units."", \n","""moves"": [\n    {""raw_move"": ""(5, 6): base move((2,1))"", \n     ""unit_position"": [5, 6], \n     ""unit_type"": ""base"", \n     ""action_type"": ""move""},\n    {""raw_move"": ""(0, 2): worker build((2,1), barracks)"", \n     ""unit_position"": [0, 2], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""build""},\n    {""raw_move"": ""(0, 1): worker harvest((0,0), (2,1))"", \n     ""unit_position"": [0, 1], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""harvest""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:42:23.927713312Z,0,2026-04-12T07:42:27.948699054Z,0,4021,0,""
" ""Economy-first scaling strategy. Prioritize stable harvesting and worker continuity."", \n","""moves"": [\n    {\n      ""raw_move"": ""(6, 6): idle()"", \n      ""unit_position"": [6, 6], \n      ""unit_type"": ""worker"", \n      ""action_type"": ""idle""\n    },\n    {\n      ""raw_move"": ""(0, 2): move((0, 1))"", \n      ""unit_position"": [0, 2], \n      ""unit_type"": ""worker"", \n      ""action_type"": ""move""\n    },\n    {\n      ""raw_move"": ""(6, 7): idle()"", \n      ""unit_position"": [6, 7], \n      ""unit_type"": ""base"", \n      ""action_type"": ""idle""\n    }\n] }","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:42:27.955206255Z,0,2026-04-12T07:42:31.826470534Z,0,3871,0,""
" ""Prioritize stable harvesting and worker continuity, then focus on building an economic lead."", \n","""moves"": [\n    {\n      ""raw_move"": ""(0, 1): worker harvest((7, 7), (2, 1))"", \n      ""unit_position"": [0, 1], \n      ""unit_type"": ""worker"", \n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(2, 1): base train(worker)"", \n      ""unit_position"": [2, 1], \n      ""unit_type"": ""base"", \n      ""action_type"": ""train""\n    },\n    {\n      ""raw_move"": ""(0, 2): worker move((5, 6))"", \n      ""unit_position"": [0, 2], \n      ""unit_type"": ""worker"", \n      ""action_type"": ""move""\n    }\n]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:42:31.832944725Z,0,2026-04-12T07:42:36.095377143Z,0,4263,0,""
" ""Early game survival and economy establishment. Maintain continuity in harvesting and worker deployment."", \n","""moves"": [\n  {""raw_move"": ""(6, 6): enemy worker idle()"", ""unit_position"": [6, 6], ""unit_type"": ""enemy worker"", ""action_type"": ""idle""}, \n  {""raw_move"": ""(0, 1): ally worker harvest((0, 0), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""ally worker"", ""action_type"": ""harvest""}, \n  {""raw_move"": ""(0, 2): ally worker harvest((7, 7), (2, 1))"", ""unit_position"": [0, 2], ""unit_type"": ""ally worker"", ""action_type"": ""harvest""} \n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:42:36.106900047Z,0,2026-04-12T07:42:39.992903466Z,0,3886,0,""
" ""Economy-first strategy. Prioritize harvesting and resource collection. Field a small army and protect economy."", \n","""moves"": [\n    {""raw_move"": ""(0, 1): worker attack((6, 6))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""attack""},\n    {""raw_move"": ""(2, 1): base train(worker)"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""},\n    {""raw_move"": ""(0, 2): worker harvest((0, 0), (2, 1))"", ""unit_position"": [0, 2], ""unit_type"": ""worker"", ""action_type"": ""harvest""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:42:39.999956362Z,0,2026-04-12T07:42:43.673795444Z,0,3674,0,""
" ""Prioritize stable harvesting and worker continuity to build an economic lead."", \n","""moves"": [\n    {\n      ""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [0, 1],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(2, 1): base train(worker)"",\n      ""unit_position"": [2, 1],\n      ""unit_type"": ""base"",\n      ""action_type"": ""train""\n    }\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}""]",2026-04-12T07:42:43.681483448Z,0,2026-04-12T07:42:46.574793216Z,0,2893,0,""
" ""Economy-first scaling. Prioritize stable harvesting, worker continuity, and disciplined setup before large commitments."", \n","""moves"": [\n    {\n      ""raw_move"": ""(6, 6): enemy_worker attack((5, 6))"",\n      ""unit_position"": [6, 6],\n      ""unit_type"": ""enemy_worker"",\n      ""action_type"": ""attack""\n    },\n    {\n      ""raw_move"": ""(1, 2): ally_worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [1, 2],\n      ""unit_type"": ""ally_worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(2, 1): ally_base train(light)"",\n      ""unit_position"": [2, 1],\n      ""unit_type"": ""ally_base"",\n      ""action_type"": ""train""\n    }\n  ]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:42:46.586433012Z,0,2026-04-12T07:42:50.874397101Z,0,4288,0,""
" ""Stabilize economy and production, then transition to mid-game plan."", ","""moves"": [\n    {\n      ""raw_move"": ""(0, 1): worker idle()"",\n      ""unit_position"": [0, 1],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""idle""\n    },\n    {\n      ""raw_move"": ""(1, 2): worker move((0,0))"",\n      ""unit_position"": [1, 2],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""move""\n    },\n    {\n      ""raw_move"": ""(2, 1): base train(worker)"",\n      ""unit_position"": [2, 1],\n      ""unit_type"": ""base"",\n      ""action_type"": ""train""\n    }\n  ]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:42:50.881271004Z,0,2026-04-12T07:42:54.611509430Z,0,3730,0,""
" ""Continuing early game strategy, prioritizing stable harvesting and worker continuity. Must preserve base and barracks."", \n","""moves"": [\n    {""raw_move"": ""(0, 1): worker move((2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""move""},\n    {""raw_move"": ""(6, 5): worker harvest((0, 0), (2, 1))"", ""unit_position"": [6, 5], ""unit_type"": ""worker"", ""action_type"": ""harvest""}\n]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:42:54.617660128Z,0,2026-04-12T07:42:57.500756446Z,0,2883,0,""
" ""Continue harvesting resources and expand base"", \n","""moves"": [\n    {\n      ""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [0, 1],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(2, 1): base train(worker)"",\n      ""unit_position"": [2, 1],\n      ""unit_type"": ""base"",\n      ""action_type"": ""train""\n    },\n    {\n      ""raw_move"": ""(0, 1): worker move((3, 3))"",\n      ""unit_position"": [0, 1],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""move""\n    }\n]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:42:57.507077948Z,0,2026-04-12T07:43:01.396886418Z,0,3889,0,""
" ""Focus on stabilizing our economy and defending against enemy workers."", \n","""moves"": [\n    {""raw_move"": ""(6, 6): worker attack((5, 6))"", ""unit_position"": [6, 6], ""unit_type"": ""worker"", ""action_type"": ""attack""},\n    {""raw_move"": ""(1, 2): worker move((0, 0))"", ""unit_position"": [1, 2], ""unit_type"": ""worker"", ""action_type"": ""move""},\n    {""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:43:01.403569820Z,0,2026-04-12T07:43:05.007724122Z,0,3604,0,""
" ""Early game strategy: prioritize stable harvesting and worker continuity. Protect base and barracks from enemy workers. Focus on resource collection and building a strong economy."", \n","""moves"": [\n    {""raw_move"": ""(1, 2): idle()"", ""unit_position"": [1, 2], ""unit_type"": ""worker"", ""action_type"": ""idle""},\n    {""raw_move"": ""(0, 1): harvest((0, 0), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""}\n]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:43:05.014959720Z,0,2026-04-12T07:43:07.933322264Z,0,2919,0,""
" ""Establish stable harvesting and resource production before fielding a meaningful army."", \n","""moves"": [\n    {\n        ""raw_move"": ""(0, 1): worker move((2, 1))"", \n        ""unit_position"": [0, 1], \n        ""unit_type"": ""worker"", \n        ""action_type"": ""move""\n    }, \n    {\n        ""raw_move"": ""(1, 2): worker harvest((0, 0), (2, 1))"",\n        ""unit_position"": [1, 2],\n        ""unit_type"": ""worker"",\n        ""action_type"": ""harvest""\n    }\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:43:07.940059767Z,0,2026-04-12T07:43:11.045415478Z,0,3105,0,""
" ""Early game harvesting and worker continuity."", ","""moves"": [\n    {\n      ""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", \n      ""unit_position"": [0, 1], \n      ""unit_type"": ""worker"", \n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(1, 2): worker move((0, 0))"",\n      ""unit_position"": [1, 2],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""move""\n    }\n  ]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:43:11.052342679Z,0,2026-04-12T07:43:14.007495430Z,0,2955,0,""
" ""Early game strategy: Focus on resource collection and worker continuity. Train barracks at 5 resources."", \n","""moves"": [\n    {""raw_move"": ""(0, 1): worker move((2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""move""},\n    {""raw_move"": ""(1, 2): worker idle()"", ""unit_position"": [1, 2], ""unit_type"": ""worker"", ""action_type"": ""idle""}\n] }","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=18}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:43:14.013072131Z,0,2026-04-12T07:43:16.590105865Z,0,2577,0,""
" ""Early game setup and resource collection"", \n","""moves"": [\n    {""raw_move"": ""(0, 1): worker harvest((7, 7), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(6, 6): worker move((2, 1))"", ""unit_position"": [6, 6], ""unit_type"": ""worker"", ""action_type"": ""move""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}""]",2026-04-12T07:43:16.595517768Z,0,2026-04-12T07:43:19.200898287Z,0,2605,0,""
" ""Continue harvesting and training units while securing the base and protecting workers. In mid-game, focus on fielding a meaningful army and pressuring the enemy economy."", \n","""moves"": [\n    {\n        ""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", \n        ""unit_position"": [0, 1], \n        ""unit_type"": ""worker"",\n        ""action_type"": ""harvest""\n    },\n    {\n        ""raw_move"": ""(2, 1): base train(worker)"", \n        ""unit_position"": [2, 1],\n        ""unit_type"": ""base"", \n        ""action_type"": ""train""\n    }\n]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}""]",2026-04-12T07:43:19.207897282Z,0,2026-04-12T07:43:22.576610805Z,0,3369,0,""
